eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
197307040002,1973,7,4,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,,French Embassy,69.0,France,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),500.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197307220001,1973,7,22,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,,Peruian North American Cultural Institute,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),150.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197307220002,1973,7,22,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,,Colombian Embassy Annex,45.0,Colombia,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),150.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197409190002,1974,9,19,,0,,159,Peru,3,South America,Arequipa,Arequipa,-16.409501000000002,-71.537384,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,,Bolivian Consulate in Hotel Presidente Building,26.0,Bolivia,,,,,,,,,,,,,,,,,Condor,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,0.0,,2.0,,,1,3.0,Minor (likely < $1 million),75000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197411210001,1974,11,21,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,,Sears Store,217.0,United States,,,,,,,,,,,,,,,,,Revolutionary Vanguard,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,0.0,,11.0,11.0,,1,3.0,Minor (likely < $1 million),100000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,1,1,1,
197412070002,1974,12,7,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,2,Armed Assault,,,,,1,Business,8.0,Hotel/Resort,,Sheraton Hotel,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,3.0,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearms,,,,2.0,,,1,3.0,Minor (likely < $1 million),60000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197504090001,1975,4,9,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,9,Unknown,,,,,9,Food or Water Supply,52.0,Water Supply,,drinking water service,159.0,Peru,,,,,,,,,,,,,,,,,Revolutionary Vanguard,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),2500.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197506080001,1975,6,8,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,7,Government (Diplomatic),45.0,"Diplomatic Personnel (outside of embassy, consulate)",,U.S Ambassador's Residence,217.0,United States,,,,,,,,,,,,,,,,,Movement of the Revolutionary Left (MIR) (Peru),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,Minor (likely < $1 million),0.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,1,1,1,
197702220002,1977,2,22,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,1,0,3,Bombing/Explosion,,,,,4,Military,27.0,Military Barracks/Base/Headquarters/Checkpost,,Cuban military attache residence,51.0,Cuba,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
197706180002,1977,6,18,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,,government office,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,3.0,Minor (likely < $1 million),1500.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197706180003,1977,6,18,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,,government office,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,3.0,Minor (likely < $1 million),2000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197707230001,1977,7,23,,0,,159,Peru,3,South America,Unknown,Unknown,,,5.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,11,Maritime,58.0,Commercial Maritime,,Cuban Fishing Vessel,159.0,Peru,,,,,,,,,,,,,,,,,Coordination of the United Revolutionary Organization (CORU),,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Automatic firearm; Explosives,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),25000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,1,1,0,1,
197808240001,1978,8,24,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.152712,-74.21862800000001,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,,High Tension line tower,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,,,,,,,1,3.0,Minor (likely < $1 million),45000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197809030002,1978,9,3,,1,9/10/1978,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,magazine alternativa,"Roberto Ganjul, editor",159.0,Peru,,,,,,,,,,,,,,,,,Peruvian Anti-Communist Alliance (AAP),,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,0,,,,,1.0,1.0,0.0,,,,Peru,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,,,,,PGIS,0,0,0,0,
197809100001,1978,9,10,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,Popular Student,Peasant and worker front Leader Francisco Santa Cruz,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,0,,,,,1.0,1.0,0.0,,,,Peru,0.0,,,,,,2.0,Hostage(s) released by perpetrators,1.0,,,,,PGIS,-9,-9,0,-9,
197812220003,1978,12,22,,0,,159,Peru,3,South America,Ica,Ica,-14.063467000000001,-75.729381,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,8,Educational Institution,49.0,School/University/Educational Building,,San Luis Gonzaga University,159.0,Peru,,,,,,,,,,,,,,,,,Politico-Military Revolutionary Command,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),10000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
197901000005,1979,1,0,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,6,Hostage Taking (Kidnapping),,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,Democratic popular unity (UDP) leftest party,"Alfonso Barrantes Lingao, lawyer and president",159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,,,,,,0,,,,,1.0,1.0,0.0,,,,Peru,1.0,0.0,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197901110002,1979,1,11,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,2,Armed Assault,,,,,19,Transportation,99.0,Bus (excluding tourists),,bus,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,,,,,,,,,,,,,,,Incendiary,0.0,,,1.0,,,1,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
197901250010,1979,1,25,,1,1/25/1983,159,Peru,3,South America,Ayacucho,Uchuraccay,-12.825944999999999,-74.11151600000001,1.0,0,,,1,1,1,0.0,,,0.0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,75.0,Village/City/Town/Suburb,Peru,Town of Uchurucay,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,30.0,,,,,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,Automatic firearm,5.0,,,,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198002080005,1980,2,8,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,9,Unknown,,,,,7,Government (Diplomatic),46.0,Embassy/Consulate,,Embassy,185.0,Spain,,,,,,,,,,,,,,,,,Strikers,,,,,,,0.0,,,0,10.0,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,1,1,
198006120022,1980,6,12,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,7,Facility/Infrastructure Attack,,,,,2,Government (General),21.0,Government Building/Facility/Office,,municipal building,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,8.0,Incendiary,,,,,,,,,,,Molotov cocktail; Incendiary,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
198006150006,1980,6,15,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,80.0,Memorial/Cemetery/Monument,,tomb of ex president Juan Velasco Alvarado,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),5000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
198007200002,1980,7,20,,0,,159,Peru,3,South America,Lima,Santiago de Sucro,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,1,Assassination,,,,,2,Government (General),14.0,Judge/Attorney/Court,,"House of Luis Carnero, member of Supreme Court",159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
198007280002,1980,7,28,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.152712,-74.21862800000001,1.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,70.0,Student,,Student Parade,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,1.0,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,0,,,,"Damages: none, explosive device deactivated (parade)",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198007280003,1980,7,28,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.152712,-74.21862800000001,1.0,0,,,1,1,0,1.0,1.0,Insurgency/Guerilla Action,0.0,0,0,3,Bombing/Explosion,,,,,4,Military,,,,military parade,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,0,,,,"Damages: none, explosive device deactivated (parade)",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198007280004,1980,7,28,,0,,159,Peru,3,South America,Arequipa,Arequipa,-16.409501000000002,-71.537384,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,,high tension towers,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Explosive; Dynamite,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),50000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
198007290002,1980,7,29,,0,,159,Peru,3,South America,Ayacucho,Cangallo,-13.629385000000001,-74.128128,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,municipal offices,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),2000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
198007290003,1980,7,29,,0,,159,Peru,3,South America,Ayacucho,Huancapi,-13.752745999999998,-74.066323,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,Municipal offices,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),2000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
198008210010,1980,8,21,,0,,159,Peru,3,South America,Ancash,Huaraz,-9.529924000000001,-77.5288,1.0,0,,,1,1,1,-9.0,,,0.0,1,0,2,Armed Assault,,,,,10,Journalists & Media,54.0,Radio Journalist/Staff/Facility,,Radio Huascaran,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,5.0,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistols,0.0,,,0.0,,,1,4.0,Unknown,,,1.0,-99.0,0.0,,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,,,,,,PGIS,-9,-9,0,-9,
198008250002,1980,8,25,,0,,159,Peru,3,South America,Ancash,Huaraz,-9.529924000000001,-77.5288,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,,Municipal bldg,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,2.0,,,1,3.0,Minor (likely < $1 million),2000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198008260002,1980,8,26,,0,,159,Peru,3,South America,Junin,Tarma,-11.419300999999999,-75.68888199999999,1.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,1,Business,3.0,Bank/Commerce,,agricultural Bank,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198008260003,1980,8,26,,0,,159,Peru,3,South America,Junin,Tarma,-11.419300999999999,-75.68888199999999,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,,municipal office,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,3.0,Minor (likely < $1 million),1500.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198008260004,1980,8,26,,0,,159,Peru,3,South America,Junin,Tarma,-11.419300999999999,-75.68888199999999,1.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,9,Food or Water Supply,52.0,Water Supply,,water work,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198008280004,1980,8,28,,0,,159,Peru,3,South America,La Libertad,Talma,-8.086163,-79.10795300000001,1.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,21,Utilities,107.0,Electricity,,electrical plant,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Explosive; Dynamite,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198008280005,1980,8,28,,0,,159,Peru,3,South America,Cusco,Cusco,-13.531688,-71.966924,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,76.0,House/Apartment/Residence,,parish house,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198008280006,1980,8,28,,0,,159,Peru,3,South America,Cusco,Cusco district,-13.531688,-71.966924,3.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,19,Transportation,103.0,Bridge/Car Tunnel,,bridge,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,1.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198008280007,1980,8,28,,0,,159,Peru,3,South America,Cusco,Cusco,-13.531688,-71.966924,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,19,Transportation,101.0,Bus Station/Stop,,Bus Terminal,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive,1.0,,,3.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198009010001,1980,9,1,,0,,159,Peru,3,South America,Huancavelica,Huancavelica district,-12.787148,-74.97320699999999,3.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),14.0,Judge/Attorney/Court,,Huancavelica trial court,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Explosive; Dynamite,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198009010002,1980,9,1,,0,,159,Peru,3,South America,Lima,Chilca,-12.517373,-76.73399,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),18.0,"Government Personnel (excluding police, military)",,Superintendecy of Chilca Dist,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Explosive; Dynamite,0.0,,,0.0,,,1,,,,"Damages: explosion/dynamite, extent of damage unknown",0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198009010003,1980,9,1,,0,,159,Peru,3,South America,Lima,Chilca,-12.517373,-76.73399,1.0,0,,,1,1,1,0.0,,,0.0,1,0,3,Bombing/Explosion,,,,,2,Government (General),15.0,Politician or Political Party Movement/Meeting/Rally,,city hall,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Explosive; Dynamite,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198009030006,1980,9,3,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.152712,-74.21862800000001,1.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,15,Religious Figures/Institutions,87.0,Affiliated Institution,,St. Francis de Paul Church,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,,,,,,,,,,,,,Dynamite,0.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198009030007,1980,9,3,,0,,159,Peru,3,South America,Ayacucho,Ayacucho,-13.152712,-74.21862800000001,1.0,0,,,1,1,1,0.0,,,0.0,0,0,3,Bombing/Explosion,,,,,2,Government (General),21.0,Government Building/Facility/Office,,govt office,159.0,Peru,,,,,,,,,,,,,,,,,Shining Path (SL),,,,,,,0.0,,,0,1.0,,,,,,,,,,,,6,Explosives,28.0,Dynamite/TNT,6.0,Explosives,16.0,Unknown Explosive Type,,,,,,,,,Explosive; Dynamite,0.0,,,0.0,,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,
198009070004,1980,9,7,,0,,159,Peru,3,South America,Lima,Lima,-11.967367999999999,-76.978462,1.0,0,,,1,1,1,0.0,,,0.0,1,0,8,Unarmed Assault,,,,,10,Journalists & Media,53.0,Newspaper Journalist/Staff/Facility,,Newspaper offices and Peru-Helvetica Printing Co.,159.0,Peru,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,2,Chemical,,,,,,,,,,,,,,,Tear gas bomb,0.0,,,0.0,,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,
